tf_bnum	tf_symbol	gene_bnum	gene_symbol	new_tf_symbol	test_tf	new_gene_symbol	test_gene
b0076	leuO	b4235	pmbA	leuO	TRUE	tldE	FALSE
b4043	lexA	b4235	pmbA	lexA	TRUE	tldE	FALSE
b3604	lldR	b4235	pmbA	lldR	TRUE	tldE	FALSE
b2289	lrhA	b4235	pmbA	lrhA	TRUE	tldE	FALSE
b0889	lrp	b4235	pmbA	lrp	TRUE	tldE	FALSE
b1512	lsrR	b4235	pmbA	lsrR	TRUE	tldE	FALSE
b2839	lysR	b4235	pmbA	lysR	TRUE	tldE	FALSE
b1620	malI	b4235	pmbA	malI	TRUE	tldE	FALSE
b3418	malT	b4235	pmbA	malT	TRUE	tldE	FALSE
b1531	marA	b4235	pmbA	marA	TRUE	tldE	FALSE
b1530	marR	b4235	pmbA	marR	TRUE	tldE	FALSE
b0294	ecpR	b4235	pmbA	ecpR	TRUE	tldE	FALSE
b2783	mazE	b4235	pmbA	mazE	TRUE	tldE	FALSE
b2782	mazF	b4235	pmbA	mazF	TRUE	tldE	FALSE
b1450	mcbR	b4235	pmbA	mcbR	TRUE	tldE	FALSE
b4118	melR	b4235	pmbA	melR	TRUE	tldE	FALSE
b3938	metJ	b4235	pmbA	metJ	TRUE	tldE	FALSE
b3828	metR	b4235	pmbA	metR	TRUE	tldE	FALSE
b0346	mhpR	b4235	pmbA	mhpR	TRUE	tldE	FALSE
b1594	mlc	b4235	pmbA	mlc	TRUE	tldE	FALSE
b2127	mlrA	b4235	pmbA	mlrA	TRUE	tldE	FALSE
b0730	mngR	b4235	pmbA	mngR	TRUE	tldE	FALSE
b0817	mntR	b4235	pmbA	mntR	TRUE	tldE	FALSE
b0761	modE	b4235	pmbA	modE	TRUE	tldE	FALSE
b2684	mprA	b4235	pmbA	mprA	TRUE	tldE	FALSE
b3021	mqsA	b4235	pmbA	mqsA	TRUE	tldE	FALSE
b0081	mraZ	b4235	pmbA	mraZ	TRUE	tldE	FALSE
b2427	murR	b4235	pmbA	murR	TRUE	tldE	FALSE
b1988	nac	b4235	pmbA	nac	TRUE	tldE	FALSE
b4390	nadR	b4235	pmbA	nadR	TRUE	tldE	FALSE
b0676	nagC	b4235	pmbA	nagC	TRUE	tldE	FALSE
b3226	nanR	b4235	pmbA	nanR	TRUE	tldE	FALSE
b1221	narL	b4235	pmbA	narL	TRUE	tldE	FALSE
b2193	narP	b4235	pmbA	narP	TRUE	tldE	FALSE
b1649	nemR	b4235	pmbA	nemR	TRUE	tldE	FALSE
b3071	nfeR	b4235	pmbA	nfeR	TRUE	tldE	FALSE
b0020	nhaR	b4235	pmbA	nhaR	TRUE	tldE	FALSE
b3481	nikR	b4235	pmbA	nikR	TRUE	tldE	FALSE
b1790	nimR	b4235	pmbA	nimR	TRUE	tldE	FALSE
b2709	norR	b4235	pmbA	norR	TRUE	tldE	FALSE
b0413	nrdR	b4235	pmbA	nrdR	TRUE	tldE	FALSE
b4178	nsrR	b4235	pmbA	nsrR	TRUE	tldE	FALSE
b3868	glnG	b4235	pmbA	glnG	TRUE	tldE	FALSE
b3405	ompR	b4235	pmbA	ompR	TRUE	tldE	FALSE
b3961	oxyR	b4235	pmbA	oxyR	TRUE	tldE	FALSE
b1399	paaX	b4235	pmbA	paaX	TRUE	tldE	FALSE
b0315	pdeL	b4235	pmbA	pdeL	TRUE	tldE	FALSE
b0113	pdhR	b4235	pmbA	pdhR	TRUE	tldE	FALSE
b4260	pepA	b4235	pmbA	pepA	TRUE	tldE	FALSE
b1328	pgrR	b4235	pmbA	pgrR	TRUE	tldE	FALSE
b0399	phoB	b4235	pmbA	phoB	TRUE	tldE	FALSE
b1130	phoP	b4235	pmbA	phoP	TRUE	tldE	FALSE
b0330	prpR	b4235	pmbA	prpR	TRUE	tldE	FALSE
b1303	pspF	b4235	pmbA	pspF	TRUE	tldE	FALSE
b1658	purR	b4235	pmbA	purR	TRUE	tldE	FALSE
b1014	putA	b4235	pmbA	putA	TRUE	tldE	FALSE
b1299	puuR	b4235	pmbA	puuR	TRUE	tldE	FALSE
b2381	pyrR	b4235	pmbA	pyrR	TRUE	tldE	FALSE
b3025	qseB	b4235	pmbA	qseB	TRUE	tldE	FALSE
b1356	racR	b4235	pmbA	racR	TRUE	tldE	FALSE
b3753	rbsR	b4235	pmbA	rbsR	TRUE	tldE	FALSE
b0846	rcdA	b4235	pmbA	rcdA	TRUE	tldE	FALSE
b0305	rclR	b4235	pmbA	rclR	TRUE	tldE	FALSE
b2105	rcnR	b4235	pmbA	rcnR	TRUE	tldE	FALSE
b1951	rcsA	b4235	pmbA	rcsA	TRUE	tldE	FALSE
b4366	bglJ	b4235	pmbA	bglJ	TRUE	tldE	FALSE
b1564	relB	b4235	pmbA	relB	TRUE	tldE	FALSE
b1563	relE	b4235	pmbA	relE	TRUE	tldE	FALSE
b3906	rhaR	b4235	pmbA	rhaR	TRUE	tldE	FALSE
b3905	rhaS	b4235	pmbA	rhaS	TRUE	tldE	FALSE
b4396	rob	b4235	pmbA	rob	TRUE	tldE	FALSE
b1608	rstA	b4235	pmbA	rstA	TRUE	tldE	FALSE
b3422	rtcR	b4235	pmbA	rtcR	TRUE	tldE	FALSE
b1013	rutR	b4235	pmbA	rutR	TRUE	tldE	FALSE
b1916	sdiA	b4235	pmbA	sdiA	TRUE	tldE	FALSE
b0069	sgrR	b4235	pmbA	sgrR	TRUE	tldE	FALSE
b1642	slyA	b4235	pmbA	slyA	TRUE	tldE	FALSE
b4063	soxR	b4235	pmbA	soxR	TRUE	tldE	FALSE
b4062	soxS	b4235	pmbA	soxS	TRUE	tldE	FALSE
b2707	srlR	b4235	pmbA	srlR	TRUE	tldE	FALSE
b2669	stpA	b4235	pmbA	stpA	TRUE	tldE	FALSE
b1434	sutR	b4235	pmbA	sutR	TRUE	tldE	FALSE
b3118	tdcA	b4235	pmbA	tdcA	TRUE	tldE	FALSE
b3119	tdcR	b4235	pmbA	tdcR	TRUE	tldE	FALSE
b0995	torR	b4235	pmbA	torR	TRUE	tldE	FALSE
b4241	treR	b4235	pmbA	treR	TRUE	tldE	FALSE
b4393	trpR	b4235	pmbA	trpR	TRUE	tldE	FALSE
b1323	tyrR	b4235	pmbA	tyrR	TRUE	tldE	FALSE
b3669	uhpA	b4235	pmbA	uhpA	TRUE	tldE	FALSE
b1618	uidR	b4235	pmbA	uidR	TRUE	tldE	FALSE
b4191	ulaR	b4235	pmbA	ulaR	TRUE	tldE	FALSE
b1914	uvrY	b4235	pmbA	uvrY	TRUE	tldE	FALSE
b4324	uxuR	b4235	pmbA	uxuR	TRUE	tldE	FALSE
b2405	xapR	b4235	pmbA	xapR	TRUE	tldE	FALSE
b3569	xylR	b4235	pmbA	xylR	TRUE	tldE	FALSE
b0272	xynR	b4235	pmbA	xynR	TRUE	tldE	FALSE
b1499	ydeO	b4235	pmbA	ydeO	TRUE	tldE	FALSE
b1540	ydfH	b4235	pmbA	ydfH	TRUE	tldE	FALSE
b1853	yebK	b4235	pmbA	yebK	TRUE	tldE	FALSE
b2017	yefM	b4235	pmbA	yefM	TRUE	tldE	FALSE
b4539	yoeB	b4235	pmbA	yoeB	TRUE	tldE	FALSE
b2163	yeiL	b4235	pmbA	yeiL	TRUE	tldE	FALSE
b3023	ygiV	b4235	pmbA	ygiV	TRUE	tldE	FALSE
b3105	yhaJ	b4235	pmbA	yhaJ	TRUE	tldE	FALSE
b3574	yiaJ	b0029	ispH	plaR	FALSE	ispH	TRUE
b3574	yiaJ	b0051	rsmA	plaR	FALSE	rsmA	TRUE
b3574	yiaJ	b0080	cra	plaR	FALSE	cra	TRUE
b3574	yiaJ	b0082	rsmH	plaR	FALSE	rsmH	TRUE
b3574	yiaJ	b0088	murD	plaR	FALSE	murD	TRUE
b3574	yiaJ	b0093	ftsQ	plaR	FALSE	ftsQ	TRUE
b3574	yiaJ	b0149	mrcB	plaR	FALSE	mrcB	TRUE
b3574	yiaJ	b0167	glnD	plaR	FALSE	glnD	TRUE
b3574	yiaJ	b0242	proB	plaR	FALSE	proB	TRUE
b3574	yiaJ	b0369	hemB	plaR	FALSE	hemB	TRUE
b3574	yiaJ	b0391	ppnP	plaR	FALSE	ppnP	TRUE
b3574	yiaJ	b0414	ribD	plaR	FALSE	ribD	TRUE
b3574	yiaJ	b0421	ispA	plaR	FALSE	ispA	TRUE
b3574	yiaJ	b0463	acrA	plaR	FALSE	acrA	TRUE
b3574	yiaJ	b0465	mscK	plaR	FALSE	mscK	TRUE
b3574	yiaJ	b0470	dnaX	plaR	FALSE	dnaX	TRUE
b3574	yiaJ	b0470	dnaX	plaR	FALSE	dnaX	TRUE
b3574	yiaJ	b0492	cnoX	plaR	FALSE	cnoX	TRUE
b3574	yiaJ	b0659	ybeY	plaR	FALSE	ybeY	TRUE
b3574	yiaJ	b0675	umpH	plaR	FALSE	umpH	TRUE
b3574	yiaJ	b0923	mukE	plaR	FALSE	mukE	TRUE
b3574	yiaJ	b0955	ycbZ	plaR	FALSE	ycbZ	TRUE
b3574	yiaJ	b0962	helD	plaR	FALSE	helD	TRUE
b3574	yiaJ	b1034	ycdX	plaR	FALSE	ycdX	TRUE
b3574	yiaJ	b1107	nagZ	plaR	FALSE	nagZ	TRUE
b3574	yiaJ	b1128	roxA	plaR	FALSE	roxA	TRUE
b3574	yiaJ	b1129	phoQ	plaR	FALSE	phoQ	TRUE
b3574	yiaJ	b1214	ychA	plaR	FALSE	ychA	TRUE
b3574	yiaJ	b1249	clsA	plaR	FALSE	clsA	TRUE
b3574	yiaJ	b1323	tyrR	plaR	FALSE	tyrR	TRUE
b3574	yiaJ	b1413	hrpA	plaR	FALSE	hrpA	TRUE
b3574	yiaJ	b1424	opgD	plaR	FALSE	opgD	TRUE
b3574	yiaJ	b1624	ydgJ	plaR	FALSE	ydgJ	TRUE
b3574	yiaJ	b1865	nudB	plaR	FALSE	nudB	TRUE
b3574	yiaJ	b1913	uvrC	plaR	FALSE	uvrC	TRUE
b3574	yiaJ	b1914	uvrY	plaR	FALSE	uvrY	TRUE
b3574	yiaJ	b1928	yedD	plaR	FALSE	yedD	TRUE
b3574	yiaJ	b2064	asmA	plaR	FALSE	asmA	TRUE
b3574	yiaJ	b2065	dcd	plaR	FALSE	dcd	TRUE
b3574	yiaJ	b2188	yejM	plaR	FALSE	yejM	TRUE
b3574	yiaJ	b2216	rcsD	plaR	FALSE	rcsD	TRUE
b3574	yiaJ	b2300	yfcE	plaR	FALSE	yfcE	TRUE
b3574	yiaJ	b2303	folX	plaR	FALSE	folX	TRUE
b3574	yiaJ	b2320	pdxB	plaR	FALSE	pdxB	TRUE
b3574	yiaJ	b2431	yfeX	plaR	FALSE	yfeX	TRUE
b3574	yiaJ	b2441	eutB	plaR	FALSE	eutB	TRUE
b3574	yiaJ	b2501	ppk	plaR	FALSE	ppk	TRUE
b3574	yiaJ	b2502	ppx	plaR	FALSE	ppx	TRUE
b3574	yiaJ	b2513	yfgM	plaR	FALSE	yfgM	TRUE
b3574	yiaJ	b2564	pdxJ	plaR	FALSE	pdxJ	TRUE
b3574	yiaJ	b2566	era	plaR	FALSE	era	TRUE
b3574	yiaJ	b2567	rnc	plaR	FALSE	rnc	TRUE
b3574	yiaJ	b2576	srmB	plaR	FALSE	srmB	TRUE
b3574	yiaJ	b2610	ffh	plaR	FALSE	ffh	TRUE
b3574	yiaJ	b2744	umpG	plaR	FALSE	umpG	TRUE
b3574	yiaJ	b2745	truD	plaR	FALSE	truD	TRUE
b3574	yiaJ	b2784	relA	plaR	FALSE	relA	TRUE
b3574	yiaJ	b2822	recC	plaR	FALSE	recC	TRUE
b3574	yiaJ	b2827	thyA	plaR	FALSE	thyA	TRUE
b3574	yiaJ	b2830	rppH	plaR	FALSE	rppH	TRUE
b3574	yiaJ	b2893	dsbC	plaR	FALSE	dsbC	TRUE
b3574	yiaJ	b2901	bglA	plaR	FALSE	bglA	TRUE
b3574	yiaJ	b2908	pepP	plaR	FALSE	pepP	TRUE
b3574	yiaJ	b2909	ygfB	plaR	FALSE	ygfB	TRUE
b3574	yiaJ	b2947	gshB	plaR	FALSE	gshB	TRUE
b3574	yiaJ	b2962	yggX	plaR	FALSE	yggX	TRUE
b3574	yiaJ	b3019	parC	plaR	FALSE	parC	TRUE
b3574	yiaJ	b3030	parE	plaR	FALSE	parE	TRUE
b3574	yiaJ	b3032	cpdA	plaR	FALSE	cpdA	TRUE
b3574	yiaJ	b3147	lpoA	plaR	FALSE	lpoA	TRUE
b3574	yiaJ	b3191	mlaB	plaR	FALSE	mlaB	TRUE
b3574	yiaJ	b3192	mlaC	plaR	FALSE	mlaC	TRUE
b3574	yiaJ	b3197	kdsD	plaR	FALSE	kdsD	TRUE
b3574	yiaJ	b3199	lptC	plaR	FALSE	lptC	TRUE
b3574	yiaJ	b3201	lptB	plaR	FALSE	lptB	TRUE
b3574	yiaJ	b3205	rapZ	plaR	FALSE	rapZ	TRUE
b3574	yiaJ	b3210	arcB	plaR	FALSE	arcB	TRUE
b3574	yiaJ	b3247	rng	plaR	FALSE	rng	TRUE
b3574	yiaJ	b3279	yrdA	plaR	FALSE	yrdA	TRUE
b3574	yiaJ	b3283	yrdD	plaR	FALSE	yrdD	TRUE
b3574	yiaJ	b3288	fmt	plaR	FALSE	fmt	TRUE
b3574	yiaJ	b3352	yheS	plaR	FALSE	yheS	TRUE
b3574	yiaJ	b3385	gph	plaR	FALSE	gph	TRUE
b3574	yiaJ	b3386	rpe	plaR	FALSE	rpe	TRUE
b3574	yiaJ	b3551	bisC	plaR	FALSE	bisC	TRUE
b3574	yiaJ	b3590	selB	plaR	FALSE	selB	TRUE
b3574	yiaJ	b3607	cysE	plaR	FALSE	cysE	TRUE
b3574	yiaJ	b3640	dut	plaR	FALSE	dut	TRUE
b3574	yiaJ	b3701	dnaN	plaR	FALSE	dnaN	TRUE
b3574	yiaJ	b3702	dnaA	plaR	FALSE	dnaA	TRUE
b3574	yiaJ	b3779	gpp	plaR	FALSE	gpp	TRUE
b3574	yiaJ	b3802	hemY	plaR	FALSE	hemY	TRUE
b3574	yiaJ	b3813	uvrD	plaR	FALSE	uvrD	TRUE
b3574	yiaJ	b3844	fre	plaR	FALSE	fre	TRUE
b3574	yiaJ	b3859	srkA	plaR	FALSE	srkA	TRUE
b3574	yiaJ	b3911	cpxA	plaR	FALSE	cpxA	TRUE
b3574	yiaJ	b3961	oxyR	plaR	FALSE	oxyR	TRUE
b3574	yiaJ	b3963	fabR	plaR	FALSE	fabR	TRUE
b3574	yiaJ	b3964	yijD	plaR	FALSE	yijD	TRUE
b3574	yiaJ	b3965	trmA	plaR	FALSE	trmA	TRUE
b3574	yiaJ	b3997	hemE	plaR	FALSE	hemE	TRUE
b3574	yiaJ	b4043	lexA	plaR	FALSE	lexA	TRUE
b3574	yiaJ	b4160	psd	plaR	FALSE	psd	TRUE
b3574	yiaJ	b4170	mutL	plaR	FALSE	mutL	TRUE
b3574	yiaJ	b4221	tamB	plaR	FALSE	tamB	TRUE
b3574	yiaJ	b4235	pmbA	plaR	FALSE	tldE	FALSE
b3574	yiaJ	b4295	yjhU	plaR	FALSE	yjhU	TRUE
b4365	yjjQ	b4235	pmbA	yjjQ	TRUE	tldE	FALSE
b3010	yqhC	b4235	pmbA	yqhC	TRUE	tldE	FALSE
b3292	zntR	b4235	pmbA	zntR	TRUE	tldE	FALSE
b4004	zraR	b4235	pmbA	zraR	TRUE	tldE	FALSE
b4046	zur	b4235	pmbA	zur	TRUE	tldE	FALSE
